0.029003,0
0.034003,-0.03125
0.039003,-0.070312
0.044003,-0.015625
0.049003,0.09375
0.054003,-0.03125
0.059003,-0.023438
0.064003,0
0.069003,0.09375
0.074003,-0.0625
0.079003,-0.015625
0.084003,0.085938
0.089003,0.015625
0.094003,-0.09375
0.099003,-0.0078125
0.104,-0.023438
0.109,0.03125
0.114,-0.0078125
0.119,-0.023438
0.124,0.0078125
0.129,-0.054688
0.134,0.0078125
0.139,0.023438
0.144,0
0.149,0
0.154,0.015625
0.159,0.03125
0.164,0.039062
0.169,0.0625
0.174,-0.0078125
0.179,-0.0625
0.184,-0.078125
0.189,-0.17969
0.194,-0.14844
0.199,0.22656
0.204,0.125
0.209,0.070312
0.214,-0.0625
0.219,-0.21094
0.224,-0.085938
0.229,0.17969
0.234,-0.10156
0.239,0.09375
0.244,0.023438
0.249,-0.070312
0.254,0.070312
0.259,-0.13281
0.264,-0.070312
0.269,0.046875
0.274,0.0625
0.279,-0.039062
0.284,-0.0625
0.289,-0.0078125
0.294,0.015625
0.299,-0.03125
0.304,0.0078125
0.309,-0.03125
0.314,0.039062
0.319,0
0.324,-0.0078125
0.329,-0.29688
0.334,0
0.339,0.46094
0.344,0.10156
0.349,-0.21094
0.354,-0.32812
0.359,0.42969
0.364,0.17969
0.369,0.14844
0.374,-0.13281
0.379,-0.35156
0.384,0
0.389,0.039062
0.394,0.09375
0.399,-0.0625
0.404,-0.039062
0.409,-0.03125
0.414,0.10156
0.419,-0.070312
0.424,-0.085938
0.429,0.054688
0.434,-0.03125
0.439,-0.15625
0.444,0.13281
0.449,0.046875
0.454,-0.32812
0.459,0.085938
0.464,-0.078125
0.469,0.054688
0.474,0.33594
0.479,-0.53125
0.484,-0.03125
0.489,-0.91406
0.494,-0.11719
0.499,0.74219
0.504,0.17188
0.509,-0.44531
0.514,0.45312
0.519,0.53125
0.524,-0.48438
0.529,-0.15625
0.534,-0.79688
0.539,-0.71094
0.544,-0.039062
0.549,0.71094
0.554,0.11719
0.559,0.14844
0.564,-0.57031
0.569,0.42188
0.574,0.0625
0.579,0.20312
0.584,-0.27344
0.589,0.15625
0.594,-0.046875
0.599,-0.53906
0.604,0.10156
0.609,0.15625
0.614,0.0078125
0.619,-0.19531
0.624,0.27344
0.629,-0.33594
0.634,-0.10156
0.639,0.28125
0.644,0.046875
0.649,-0.039062
0.654,-0.19531
0.659,-0.28906
0.664,0.42969
0.669,-0.0625
0.674,0.09375
0.679,-0.53125
0.684,0.25
0.689,-0.09375
0.694,0.45312
0.699,-0.39844
0.704,-0.023438
0.709,-0.60156
0.714,0.21094
0.719,-0.11719
0.724,0.33594
0.729,-0.32031
0.734,-0.23438
0.739,0.67188
0.744,-0.83594
0.749,0.42188
0.754,-0.0625
0.759,0.53125
0.764,-0.42188
0.769,0.78906
0.774,-0.64844
0.779,0.16406
0.784,0.73438
0.789,-0.76562
0.794,0.6875
0.799,0.30469
0.804,-0.99219
0.809,0.30469
0.814,0.32812
0.819,-0.32812
0.824,0.14844
0.829,0.78125
0.834,-0.9375
0.839,-0.17969
0.844,0.58594
0.849,-0.85156
0.854,0.14844
0.859,-0.21875
0.864,0.046875
0.869,0.16406
0.874,0.30469
0.879,-0.25
0.884,-0.070312
0.889,0.16406
0.894,-0.25
0.899,0.015625
0.904,-0.125
0.909,0.054688
0.914,0.57031
0.919,-0.59375
0.924,0.0078125
0.929,-0.14844
0.934,0.32812
0.939,-0.25781
0.944,-0.34375
0.949,-0.054688
0.954,0.13281
0.959,0.38281
0.964,0.25
0.969,-0.17188
0.974,-0.19531
0.979,-0.16406
0.984,-0.0078125
0.989,0.14844
0.994,-0.21875
0.999,-0.015625
1.004,-0.35156
1.009,0.27344
1.014,0.25781
1.019,0.14062
1.024,0.11719
1.029,-0.64844
1.034,-0.45312
1.039,0.46094
1.044,0.22656
1.049,-0.054688
1.054,-0.72656
1.059,0.10156
1.064,0.36719
1.069,0.3125
1.074,0.0078125
1.079,-0.10156
1.084,-0.28125
1.089,-0.70312
1.094,-0.19531
1.099,0.5
1.104,-0.53125
1.109,0.98438
1.114,0.42969
1.119,-0.88281
1.124,0.99219
1.129,-0.21094
1.134,0.58594
1.139,0.89062
1.144,-0.96094
1.149,-0.10156
1.154,0.046875
1.159,-0.64844
1.164,-0.16406
1.169,0.039062
1.174,-0.83594
1.179,0.0078125
1.184,0.40625
1.189,0.20312
1.194,0.15625
1.199,-0.5625
1.204,-0.023438
1.209,0.10938
1.214,-0.22656
1.219,0.17188
1.224,0.03125
1.229,-0.15625
1.234,-0.0078125
1.239,-0.21094
1.244,0.13281
1.249,-0.023438
1.254,0.11719
1.259,0.046875
1.264,-0.13281
1.269,0.046875
1.274,0.10156
1.279,-0.054688
1.284,-0.19531
1.289,0.14844
1.294,0.03125
1.299,-0.21875
1.304,0.046875
1.309,0.66406
1.314,-0.88281
1.319,0.84375
1.324,-0.25781
1.329,-0.33594
1.334,0.28906
1.339,0.77344
1.344,-0.75
1.349,-0.79688
1.354,0.046875
1.359,-0.046875
1.364,-0.125
1.369,0.44531
1.374,-0.73438
1.379,0.054688
1.384,0.71094
1.389,-0.48438
1.394,0.51562
1.399,-0.17969
1.404,-0.054688
1.409,-0.085938
1.414,0.36719
1.419,-0.54688
1.424,0.0078125
1.429,0.14062
1.434,-0.11719
1.439,-0.1875
1.444,0.14062
1.449,0.0078125
1.454,0
1.459,-0.1875
1.464,0.10938
1.469,-0.19531
1.474,0.046875
1.479,0.03125
1.484,-0.023438
1.489,0
1.494,-0.085938
1.499,-0.070312
1.504,0.03125
1.509,0.0078125
1.514,0.023438
1.519,-0.1875
1.524,0.015625
1.529,0.070312
1.534,0.015625
1.539,0.24219
1.544,-0.28125
1.549,-0.14844
1.554,0.046875
1.559,0.63281
1.564,-0.25781
1.569,-0.015625
1.574,0.42188
1.579,-0.39844
1.584,0.64844
1.589,-0.875
1.594,0.10938
1.599,0.078125
1.604,-0.26562
1.609,-0.66406
1.614,0.94531
1.619,-0.34375
1.624,-0.57031
1.629,0.50781
1.634,-0.75781
1.639,0.52344
1.644,-0.66406
1.649,0.83594
1.654,0.89844
1.659,-0.61719
1.664,0.75781
1.669,-0.42188
1.674,0.42188
1.679,0.53125
1.684,0.99219
1.689,-0.125
1.694,-0.64062
1.699,-0.20312
1.704,-0.054688
1.709,0.21094
1.714,-0.10938
1.719,0.015625
1.724,0.27344
1.729,0.49219
1.734,-0.5625
1.739,-0.38281
1.744,-0.078125
1.749,0.03125
1.754,-0.078125
1.759,-0.015625
1.764,-0.13281
1.769,0.1875
1.774,-0.21094
1.779,-0.21094
1.784,-0.03125
1.789,-0.0625
1.794,-0.09375
1.799,0.16406
1.804,-0.11719
1.809,-0.023438
1.814,-0.0078125
1.819,0.0625
1.824,-0.13281
1.829,-0.078125
1.834,0.0078125
1.839,-0.054688
1.844,-0.03125
1.849,0.03125
1.854,0.03125
1.859,-0.0625
1.864,-0.039062
1.869,0.046875
1.874,-0.0625
1.879,-0.039062
1.884,0.046875
1.889,0.015625
1.894,-0.0078125
1.899,0.023438
1.904,0.039062
1.909,-0.0078125
1.914,-0.039062
1.919,-0.085938
1.924,-0.078125
1.929,0.023438
1.934,0.023438
1.939,0.023438
1.944,-0.046875
1.949,0.0078125
1.954,0.0078125
1.959,-0.023438
1.964,-0.023438
1.969,-0.015625
1.974,-0.03125
1.979,-0.0078125
1.984,0.0078125
1.989,-0.023438
1.994,0.0078125
1.999,-0.054688
2.004,-0.054688
2.009,-0.039062
2.014,-0.0078125
2.019,0.054688
2.024,0
2.029,-0.03125
2.034,-0.039062
2.039,0.085938
2.044,-0.0078125
2.049,0.03125
2.054,-0.015625
2.059,-0.03125
2.064,-0.0078125
2.069,-0.0625
2.074,0.03125
2.079,-0.046875
2.084,-0.054688
2.089,0.039062
2.094,0
2.099,0.10938
2.104,-0.046875
2.109,-0.085938
2.114,0.13281
2.119,0.015625
2.124,0
2.129,-0.03125
2.134,-0.078125
2.139,0
2.144,0.023438
2.149,0.039062
2.154,-0.054688
2.159,-0.054688
2.164,0.03125
2.169,0.039062
2.174,-0.039062
2.179,-0.09375
2.184,-0.015625
2.189,0.015625
2.194,-0.03125
2.199,-0.070312
2.204,0.015625
2.209,0
2.214,-0.015625
2.219,0.03125
2.224,0.023438
2.229,-0.023438
2.234,-0.039062
2.239,-0.023438
2.244,-0.023438
2.249,0.03125
2.254,0.0078125
2.259,-0.0078125
2.264,-0.039062
2.269,-0.015625
2.274,0.046875
2.279,-0.0078125
2.284,-0.0625
2.289,-0.070312
2.294,0
2.299,0.015625
2.304,0
2.309,-0.015625
2.314,-0.015625
2.319,0.0078125
2.324,-0.046875
2.329,-0.0078125
2.334,0.125
2.339,0.015625
2.344,0.015625
2.349,-0.023438
2.354,-0.11719
2.359,-0.054688
2.364,0.09375
2.369,0.03125
2.374,-0.0625
2.379,0.015625
2.384,-0.0078125
2.389,-0.039062
2.394,-0.15625
2.399,-0.039062
2.404,0.25781
2.409,0.0625
2.414,0.125
2.419,-0.023438
2.424,-0.17188
2.429,0.10156
2.434,-0.10938
2.439,0.03125
2.444,0.085938
2.449,-0.023438
2.454,-0.4375
2.459,-0.35938
2.464,0.64844
2.469,0.69531
2.474,-0.17188
2.479,-0.046875
2.484,-0.70312
2.489,-0.21094
2.494,0.8125
2.499,-0.40625
2.504,-0.39062
2.509,-0.046875
2.514,-0.023438
2.519,0.14062
2.524,0.15625
2.529,-0.30469
2.534,0.0078125
2.539,0.25781
2.544,-0.023438
2.549,-0.10156
2.554,0.16406
2.559,0.44531
2.564,-0.1875
2.569,-0.039062
2.574,-0.023438
2.579,-0.3125
2.584,0.30469
2.589,0.28125
2.594,-0.77344
2.599,0.25
2.604,-0.28125
2.609,-0.25
2.614,-0.28125
2.619,0.3125
2.624,0.039062
2.629,-0.0625
2.634,-0.15625
2.639,-0.125
2.644,-0.039062
2.649,-0.25
2.654,0.17188
2.659,-0.10156
2.664,0.015625
2.669,0.32812
2.674,0.48438
2.679,-0.35156
2.684,-0.11719
2.689,-0.1875
2.694,0.24219
2.699,0.070312
2.704,-0.35938
2.709,-0.32812
2.714,0.20312
2.719,-0.054688
